,Train_Loss,Train Accuracy,Validation Accuracy,Test Accuracy
0,1.7918948941760593,0.19444444444444445,0.125,0.125
1,1.7904224369261,0.19444444444444445,0.125,0.125
2,1.7890642166137696,0.19444444444444445,0.125,0.125
3,1.7878238413068983,0.19444444444444445,0.125,0.125
4,1.7865347067515056,0.19444444444444445,0.125,0.125
5,1.7851396136813693,0.19444444444444445,0.125,0.125
6,1.7837003019120958,0.19444444444444445,0.125,0.125
7,1.7820129659440782,0.19444444444444445,0.125,0.125
8,1.7798293272654215,0.19444444444444445,0.125,0.125
9,1.7771571503745185,0.19444444444444445,0.125,0.125
10,1.7741073767344158,0.19444444444444445,0.13333333333333333,0.125
11,1.7703604406780666,0.2,0.13333333333333333,0.125
12,1.766237529118856,0.20277777777777778,0.14166666666666666,0.125
13,1.7614628209008112,0.2111111111111111,0.15,0.14166666666666666
14,1.756045977274577,0.21388888888888888,0.15,0.15
15,1.7499050749672784,0.21388888888888888,0.15,0.15
16,1.7434614843792386,0.21666666666666667,0.15833333333333333,0.15
17,1.7364893224504259,0.21944444444444444,0.16666666666666666,0.16666666666666666
18,1.7288072850969103,0.21944444444444444,0.16666666666666666,0.15
19,1.7211277855767144,0.22777777777777777,0.16666666666666666,0.15
20,1.7127213610543146,0.21944444444444444,0.175,0.175
21,1.7033702188067965,0.21944444444444444,0.175,0.175
22,1.6923563030030992,0.225,0.175,0.16666666666666666
23,1.681851938035753,0.22777777777777777,0.18333333333333332,0.16666666666666666
24,1.6724872324201796,0.25,0.20833333333333334,0.15833333333333333
25,1.6625407086478339,0.2777777777777778,0.21666666666666667,0.175
26,1.6532499631245932,0.2722222222222222,0.21666666666666667,0.16666666666666666
27,1.6436406824323866,0.275,0.225,0.2
28,1.6346041096581354,0.2861111111111111,0.25833333333333336,0.2
29,1.625121874279446,0.2861111111111111,0.25,0.21666666666666667
30,1.6162033955256143,0.28888888888888886,0.25,0.21666666666666667
31,1.608939954969618,0.3055555555555556,0.25833333333333336,0.25
32,1.5998546573850843,0.32222222222222224,0.25,0.24166666666666667
33,1.5927099916670058,0.3416666666666667,0.24166666666666667,0.225
34,1.5837036927541097,0.3388888888888889,0.26666666666666666,0.23333333333333334
35,1.5747652265760634,0.34444444444444444,0.2833333333333333,0.24166666666666667
36,1.5722643719779121,0.34444444444444444,0.2833333333333333,0.25833333333333336
37,1.5636997752719455,0.35555555555555557,0.2916666666666667,0.275
38,1.5562446541256374,0.36944444444444446,0.2833333333333333,0.275
39,1.5511276642481486,0.37777777777777777,0.2833333333333333,0.2916666666666667
40,1.54829859468672,0.37222222222222223,0.2833333333333333,0.2916666666666667
41,1.540918591287401,0.37222222222222223,0.2916666666666667,0.2916666666666667
42,1.5315965943866305,0.37222222222222223,0.2916666666666667,0.30833333333333335
43,1.5281677458021377,0.37777777777777777,0.2916666666666667,0.30833333333333335
44,1.5202985445658366,0.375,0.3,0.30833333333333335
45,1.5140592813491822,0.37222222222222223,0.30833333333333335,0.3
46,1.509965223736233,0.37777777777777777,0.30833333333333335,0.3
47,1.500284367137485,0.39166666666666666,0.30833333333333335,0.3
48,1.49515577422248,0.39444444444444443,0.31666666666666665,0.31666666666666665
49,1.489294089211358,0.4,0.30833333333333335,0.325
50,1.4814327319463094,0.4111111111111111,0.2916666666666667,0.3333333333333333
51,1.476978423860338,0.425,0.2916666666666667,0.3333333333333333
52,1.4704353941811457,0.4222222222222222,0.30833333333333335,0.3416666666666667
53,1.4676534917619493,0.425,0.3,0.3416666666666667
54,1.4593170563379922,0.425,0.3,0.3416666666666667
55,1.4530733929740058,0.4305555555555556,0.30833333333333335,0.3416666666666667
56,1.4503384166293674,0.42777777777777776,0.31666666666666665,0.3416666666666667
57,1.4376627233293322,0.4361111111111111,0.30833333333333335,0.3416666666666667
58,1.4347607268227471,0.43333333333333335,0.325,0.35
59,1.4260945320129395,0.4388888888888889,0.3333333333333333,0.36666666666666664
60,1.4161436319351197,0.4388888888888889,0.3333333333333333,0.375
61,1.41051168706682,0.4388888888888889,0.325,0.375
62,1.404282381799486,0.44722222222222224,0.325,0.375
63,1.3920546266767713,0.4527777777777778,0.325,0.36666666666666664
64,1.3875708209143744,0.4527777777777778,0.31666666666666665,0.36666666666666664
65,1.3755239963531494,0.46111111111111114,0.31666666666666665,0.35833333333333334
66,1.3629594617419774,0.45555555555555555,0.31666666666666665,0.375
67,1.356905918651157,0.4666666666666667,0.325,0.375
68,1.349118749300639,0.4722222222222222,0.325,0.4
69,1.3405034250683254,0.4861111111111111,0.3416666666666667,0.39166666666666666
70,1.3323701010810005,0.49444444444444446,0.35833333333333334,0.375
71,1.320142724778917,0.49444444444444446,0.35,0.375
72,1.316684775882297,0.5055555555555555,0.3333333333333333,0.38333333333333336
73,1.3062485880321926,0.5,0.35,0.39166666666666666
74,1.297808951801724,0.5,0.35,0.38333333333333336
75,1.2894090996848213,0.5027777777777778,0.35833333333333334,0.38333333333333336
76,1.2830634249581232,0.5055555555555555,0.3333333333333333,0.39166666666666666
77,1.2732225007481046,0.5138888888888888,0.3416666666666667,0.4
78,1.2675247814920214,0.5138888888888888,0.35,0.39166666666666666
79,1.263474170366923,0.5166666666666667,0.35,0.4
80,1.2491669946246677,0.5166666666666667,0.3416666666666667,0.4
81,1.2407069603602092,0.5111111111111111,0.3333333333333333,0.375
82,1.236800077226427,0.5222222222222223,0.3333333333333333,0.375
83,1.2267132944530912,0.5277777777777778,0.3416666666666667,0.38333333333333336
84,1.2246478305922615,0.5305555555555556,0.35,0.375
85,1.2119778010580275,0.5388888888888889,0.35833333333333334,0.38333333333333336
86,1.2117486980226304,0.5333333333333333,0.35833333333333334,0.38333333333333336
87,1.1994729783799913,0.5333333333333333,0.35833333333333334,0.375
88,1.1944390601581998,0.5361111111111111,0.35,0.38333333333333336
89,1.1812860303454928,0.5361111111111111,0.3416666666666667,0.39166666666666666
90,1.1740704403983222,0.5444444444444444,0.35,0.4
91,1.1612949675983852,0.5555555555555556,0.375,0.39166666666666666
92,1.1541463745964897,0.5583333333333333,0.38333333333333336,0.39166666666666666
93,1.1484126223458184,0.5583333333333333,0.375,0.4083333333333333
94,1.1421383831236098,0.5694444444444444,0.36666666666666664,0.4166666666666667
95,1.1376664135191175,0.5694444444444444,0.375,0.4
96,1.1332892338434855,0.5638888888888889,0.39166666666666666,0.4
97,1.1296254899766711,0.5833333333333334,0.375,0.4083333333333333
98,1.1187788777881198,0.5694444444444444,0.38333333333333336,0.4083333333333333
99,1.1179171959559122,0.5638888888888889,0.36666666666666664,0.4
100,1.1086312956280178,0.5722222222222222,0.35833333333333334,0.4
101,1.1003938515981038,0.5722222222222222,0.35833333333333334,0.4166666666666667
102,1.0924361851480273,0.5833333333333334,0.35,0.4166666666666667
103,1.0892298804389107,0.5888888888888889,0.35833333333333334,0.4166666666666667
104,1.0824172271622552,0.5805555555555556,0.35,0.4083333333333333
105,1.078368185626136,0.5861111111111111,0.35833333333333334,0.4
106,1.068992789586385,0.5888888888888889,0.35833333333333334,0.4
107,1.0665770610173544,0.5944444444444444,0.35,0.4
108,1.0572317467795478,0.5944444444444444,0.35833333333333334,0.4083333333333333
109,1.058026945590973,0.6083333333333333,0.35833333333333334,0.4
110,1.0427464233504402,0.5944444444444444,0.35833333333333334,0.4
111,1.0426917235056559,0.6111111111111112,0.35,0.4083333333333333
112,1.038465756840176,0.6027777777777777,0.35833333333333334,0.4
113,1.030617398685879,0.6027777777777777,0.35833333333333334,0.4166666666666667
114,1.027027173837026,0.6083333333333333,0.325,0.4083333333333333
115,1.028110114733378,0.6055555555555555,0.35,0.4
116,1.016730825106303,0.6138888888888889,0.35,0.4
117,1.0131576908959283,0.6166666666666667,0.3416666666666667,0.4
118,1.0060444010628595,0.625,0.35,0.39166666666666666
119,1.0060488237275018,0.6194444444444445,0.3333333333333333,0.375
120,0.9998920520146688,0.6305555555555555,0.3416666666666667,0.36666666666666664
121,0.9961769766277737,0.6277777777777778,0.3416666666666667,0.36666666666666664
122,0.9959161731931898,0.6222222222222222,0.3416666666666667,0.375
123,0.989728758070204,0.625,0.3416666666666667,0.38333333333333336
124,0.988377759191725,0.6361111111111111,0.3416666666666667,0.36666666666666664
125,0.9883061276541816,0.6277777777777778,0.35,0.375
126,0.9853473782539368,0.6333333333333333,0.3416666666666667,0.36666666666666664
127,0.976845751868354,0.6388888888888888,0.35833333333333334,0.36666666666666664
128,0.9741057621108161,0.65,0.3416666666666667,0.375
129,0.9765232271618314,0.6416666666666667,0.3416666666666667,0.36666666666666664
130,0.9665780570771959,0.6472222222222223,0.3416666666666667,0.375
131,0.966941836145189,0.6416666666666667,0.3416666666666667,0.375
132,0.956408503320482,0.6305555555555555,0.325,0.36666666666666664
133,0.9555139064788818,0.6416666666666667,0.35,0.375
134,0.9584206581115723,0.6416666666666667,0.3333333333333333,0.375
135,0.9505822115474277,0.65,0.35,0.38333333333333336
136,0.9443617953194512,0.6472222222222223,0.3333333333333333,0.38333333333333336
137,0.9430378675460815,0.6444444444444445,0.35,0.375
138,0.9357149998346964,0.6444444444444445,0.3416666666666667,0.375
139,0.9290110919210646,0.65,0.35833333333333334,0.38333333333333336
140,0.9219336854086981,0.65,0.35,0.375
141,0.9182498852411906,0.6388888888888888,0.35,0.36666666666666664
142,0.9123157964812385,0.6611111111111111,0.35,0.36666666666666664
143,0.9041201565000746,0.6361111111111111,0.3416666666666667,0.375
144,0.9052705460124546,0.6472222222222223,0.35,0.375
145,0.8931375861167907,0.6527777777777778,0.35,0.375
146,0.892309902773963,0.6555555555555556,0.35,0.375
147,0.8895091719097561,0.6638888888888889,0.35,0.375
148,0.8784271452162001,0.6583333333333333,0.35,0.375
149,0.8851994964811537,0.6555555555555556,0.36666666666666664,0.38333333333333336
150,0.8657547129525078,0.6611111111111111,0.36666666666666664,0.375
151,0.8766428007019891,0.6611111111111111,0.375,0.38333333333333336
152,0.8603941202163696,0.6638888888888889,0.36666666666666664,0.38333333333333336
153,0.8594550662570529,0.6666666666666666,0.36666666666666664,0.38333333333333336
154,0.8509433388710022,0.6583333333333333,0.35833333333333334,0.38333333333333336
155,0.8581843627823724,0.6666666666666666,0.35833333333333334,0.39166666666666666
156,0.8394712342156304,0.6722222222222223,0.38333333333333336,0.36666666666666664
157,0.8449681440989176,0.6722222222222223,0.36666666666666664,0.39166666666666666
158,0.8360221015082465,0.6694444444444444,0.39166666666666666,0.4083333333333333
159,0.8244397375318739,0.6805555555555556,0.375,0.38333333333333336
160,0.825046447912852,0.6833333333333333,0.36666666666666664,0.38333333333333336
161,0.8183562709225549,0.6833333333333333,0.375,0.375
162,0.8131272786193424,0.675,0.36666666666666664,0.38333333333333336
163,0.803186563650767,0.6833333333333333,0.375,0.375
164,0.8153316802448697,0.6861111111111111,0.375,0.375
165,0.8005119138293796,0.6833333333333333,0.36666666666666664,0.38333333333333336
166,0.8027814719412062,0.6888888888888889,0.375,0.38333333333333336
167,0.7923448814286126,0.6944444444444444,0.375,0.375
168,0.7949799550904169,0.6861111111111111,0.375,0.375
169,0.7821008139186435,0.7083333333333334,0.38333333333333336,0.39166666666666666
170,0.7855495287312402,0.6888888888888889,0.38333333333333336,0.4
171,0.7790217227405972,0.6944444444444444,0.38333333333333336,0.375
172,0.7758135689629448,0.6972222222222222,0.35833333333333334,0.375
173,0.7734137958950467,0.7111111111111111,0.375,0.39166666666666666
174,0.7664756198724111,0.725,0.36666666666666664,0.4083333333333333
175,0.7742448978953891,0.7083333333333334,0.36666666666666664,0.4083333333333333
176,0.7542279779911041,0.7138888888888889,0.38333333333333336,0.4
177,0.7647713601589203,0.6972222222222222,0.375,0.4083333333333333
178,0.7516991708013746,0.7138888888888889,0.375,0.38333333333333336
179,0.7500406854682499,0.7166666666666667,0.36666666666666664,0.4
180,0.7426408979627821,0.7305555555555555,0.375,0.39166666666666666
181,0.734932177596622,0.7194444444444444,0.4,0.39166666666666666
182,0.735764330625534,0.725,0.38333333333333336,0.39166666666666666
183,0.7348980963230133,0.7222222222222222,0.4,0.4083333333333333
184,0.7378119415707058,0.725,0.38333333333333336,0.4083333333333333
185,0.7255735039710999,0.7361111111111112,0.4,0.4083333333333333
186,0.7176057060559591,0.7361111111111112,0.38333333333333336,0.4083333333333333
187,0.7170985228485531,0.7361111111111112,0.38333333333333336,0.4166666666666667
188,0.707848103178872,0.7388888888888889,0.39166666666666666,0.425
189,0.706698469320933,0.7416666666666667,0.39166666666666666,0.4166666666666667
190,0.7190427985456255,0.7361111111111112,0.4,0.43333333333333335
191,0.7001129931873745,0.7416666666666667,0.39166666666666666,0.425
192,0.6977860238817003,0.7416666666666667,0.425,0.4166666666666667
193,0.6933693673875597,0.7416666666666667,0.4,0.425
194,0.6895186377896203,0.7416666666666667,0.4083333333333333,0.4083333333333333
195,0.6894652194446987,0.7416666666666667,0.425,0.43333333333333335
196,0.6786638842688666,0.7388888888888889,0.43333333333333335,0.43333333333333335
197,0.6798695868915982,0.7388888888888889,0.43333333333333335,0.43333333333333335
198,0.6777953339947594,0.7416666666666667,0.44166666666666665,0.4166666666666667
199,0.6801529301537408,0.75,0.45,0.44166666666666665
